movieId,imdbId,tmdbId,Average_rating,release_years,awards_won,bo_collection,duration
5141,75718,19050.0,3.0,1932,9,77103,124
5142,61781,38442.0,4.0,1982,7,62402,97
5146,216651,15999.0,3.636363636363636,1963,0,95640,80
5147,50986,614.0,4.125,1964,9,95178,107
5151,243736,2752.0,2.8846153846153846,1941,7,55014,60
5152,277434,10590.0,3.75,2010,9,74730,68
5153,204700,40723.0,3.0,1929,1,61796,101
5159,104254,13225.0,3.6,1906,6,93588,66
5161,110146,46717.0,4.0,1915,1,74936,79
5164,108395,35614.0,4.0,1984,6,68385,100
5165,80057,7219.0,3.6666666666666665,1997,4,62901,117
5167,39645,18649.0,4.0,1943,5,80055,119
5168,43983,18646.0,4.0,1976,5,59855,109
5169,38057,17058.0,,1925,6,64269,127
5170,278295,13950.0,2.833333333333333,1941,1,59913,72
5171,268695,2135.0,2.1666666666666665,1977,7,50221,97
5172,290212,15186.0,2.5,2009,3,78024,64
5177,35015,965.0,4.0,1928,5,73243,61
5179,80798,10889.0,3.0,1948,0,90176,120
5180,80813,16149.0,3.0,2011,7,93272,88
5182,80846,25628.0,3.5,1933,7,57871,124
5186,80888,22288.0,2.5,1967,7,95457,111
5187,80889,32030.0,4.0,1915,1,55483,89
5193,80948,15310.0,3.6666666666666665,2014,8,71544,80
5198,81070,14807.0,4.0,1952,8,79364,81
5199,81071,14729.0,3.0,1903,4,52094,60
5202,81176,39543.0,2.0,1978,9,63102,103
5203,81178,39578.0,4.0,1970,9,55320,78
5205,81184,30924.0,3.5,1914,9,61025,92
5208,81237,18910.0,4.0,1924,2,74348,80
5210,81248,24919.0,3.5,1925,8,81216,115
5214,76489,24032.0,3.75,1906,1,58468,93
5218,268380,425.0,3.3968253968253967,1947,0,70595,63
5219,120804,1576.0,3.0,1975,1,64840,105
5220,284490,5851.0,2.6,2004,9,58241,77
5222,264761,15647.0,3.583333333333333,1912,8,96171,106
5223,256259,25110.0,1.0,2010,3,73419,116
5224,282864,38880.0,1.0,1955,0,53607,71
5225,245574,1391.0,3.980769230769231,1950,0,94474,129
5226,85154,18172.0,3.5,1931,1,89857,103
5227,55774,24248.0,1.0,1969,7,63990,77
5229,125209,19797.0,5.0,1942,4,51552,80
5230,40679,17804.0,4.0,1929,9,60722,89
5231,35262,31805.0,4.0,1981,7,91577,115
5232,32993,13861.0,4.0,1990,8,97712,79
5233,38032,29021.0,4.0,1930,1,79631,107
5234,34116,31812.0,4.0,2006,1,70710,89
5236,97106,28213.0,1.0,1932,0,54550,79
5237,83169,10627.0,2.75,1953,8,53565,69
5238,81420,42750.0,4.75,1942,5,88228,73
5241,81480,28124.0,1.5,1955,1,95592,108
5242,81485,41034.0,1.5,1946,7,52290,71
5243,81499,11563.0,4.0,1961,4,58333,65
5244,81506,15119.0,5.0,1966,8,84564,67
5246,81529,12705.0,1.5,1980,1,93584,94
5247,76729,11006.0,2.5,1923,8,65380,124
5248,86325,15120.0,1.25,2019,2,52295,74
5250,81562,21629.0,3.5,1920,6,76720,63
5254,187738,36586.0,2.840909090909091,1924,3,94904,90
5255,279781,6020.0,2.375,2009,3,75446,90
5256,286162,39541.0,2.0,1924,5,77988,101
5258,262432,18292.0,4.0,1916,3,61936,103
5264,250305,15028.0,5.0,1985,1,94724,91
5265,266452,9275.0,3.125,1971,5,73193,108
5266,258000,4547.0,3.216666666666667,1956,1,69094,94
5267,265662,14635.0,3.375,1942,1,75420,121
5269,254686,1791.0,3.857142857142857,1972,7,56593,88
5271,273048,41756.0,4.0,2002,0,54299,113
5275,68309,22784.0,3.25,2000,1,57373,108
5276,87100,40814.0,4.0,1901,3,70047,95
5277,87222,53426.0,2.0,1973,0,97873,94
5278,89167,24585.0,0.5,1905,3,51308,93
5279,102103,17990.0,1.8333333333333333,1921,1,87721,109
5282,257756,11560.0,3.1666666666666665,1968,4,80176,97
5283,283111,11452.0,2.9545454545454546,1979,4,63256,111
5285,246134,35944.0,3.0,1984,5,55817,89
5288,83590,26851.0,4.0,1964,8,91377,75
5289,39204,17487.0,,1915,5,91531,121
5291,42876,548.0,3.96875,1998,3,98516,108
5292,76723,11590.0,3.75,1927,6,92450,68
5293,264472,1537.0,3.2,2008,5,72204,119
5294,264616,12149.0,2.95,1977,8,85949,88
5296,253867,11812.0,2.6875,1919,2,52401,102
5297,266391,35080.0,4.0,1988,3,70941,81
5298,219822,441.0,3.333333333333333,1928,7,65219,116
5299,259446,8346.0,3.362745098039216,2010,2,77754,68
5300,50086,14168.0,4.0,1906,0,69992,76
5301,72705,32617.0,5.0,1975,7,95858,116
5302,72737,31671.0,3.5,1983,1,76604,118
5303,99892,2565.0,2.85,1945,7,50184,122
5304,38890,307.0,3.0,1957,0,52049,114
5305,95989,15482.0,3.5,1974,4,71574,108
5307,103035,6393.0,3.0,1991,2,87899,88
5308,94137,12154.0,3.0789473684210527,1990,8,55082,68
5309,98966,11630.0,2.8125,1972,2,78515,111
5312,264935,11892.0,3.375,1913,3,83124,128
5313,277296,9334.0,2.0454545454545454,1903,4,91307,108
5315,226935,35694.0,3.0,1974,1,87882,107
5316,157583,10491.0,3.083333333333333,1916,1,70355,82
5319,247586,18079.0,4.0,1938,8,80348,97
5323,211443,11470.0,1.625,2016,8,96875,95
5324,282687,16643.0,4.0,1942,1,92306,67
5325,275309,1282.0,4.0,2018,4,72858,64
5329,235737,11468.0,3.8333333333333335,1900,0,54248,75
5333,47892,26030.0,4.0,1983,2,79913,123
5334,99204,10164.0,2.833333333333333,1909,0,97174,61
5335,88931,42048.0,2.0,1972,6,91090,104
5337,101701,28117.0,3.6666666666666665,1954,2,60828,93
5339,104466,28384.0,3.3125,1991,9,96442,94
5341,71746,27094.0,4.25,1929,3,95985,85
5342,91647,26725.0,2.0,2015,7,86024,75
5343,108311,17168.0,3.0,1940,6,52271,127
5344,88256,48482.0,4.0,1987,9,81376,77
5346,100934,5203.0,3.8333333333333335,1931,8,59580,88
5348,278823,9689.0,3.5,1903,6,53584,76
5349,145487,557.0,3.5223880597014925,1931,3,80323,127
5352,77234,1815.0,1.0,1929,4,90012,68
5353,68326,55106.0,2.0,1930,5,92275,127
5354,64117,28289.0,3.25,1998,5,52163,128
5356,73043,39154.0,0.5,1975,0,64012,99
5357,110157,24767.0,3.5,1993,7,97098,76
5359,102753,32221.0,3.0,1994,6,66011,120
5360,86397,28466.0,2.5,2000,0,60102,124
5361,103247,12227.0,3.5,2011,6,63998,81
5363,241760,10985.0,1.0,1906,1,88498,76
5364,250797,2251.0,3.4166666666666665,1966,7,54220,78
5365,239234,2894.0,3.5,1918,8,72734,71
5366,103253,20712.0,1.0,1943,8,68715,75
5367,91578,11240.0,4.166666666666667,1948,6,69550,92
5372,45591,14117.0,3.5,1988,6,51458,119
5373,50634,38360.0,3.5,1944,6,60839,74
5375,38589,28907.0,3.75,1936,8,87988,69
5377,276751,245.0,3.644230769230769,1926,0,92475,88
5378,121765,1894.0,3.1036585365853657,1996,3,75869,124
5379,247199,4012.0,4.25,1979,6,81651,129
5380,278500,9026.0,4.0,1973,7,79431,84
5382,77523,15417.0,3.6,1923,0,86160,73
5383,52905,11791.0,4.0,1985,0,73983,108
5384,51758,28577.0,4.0,1910,3,90461,124
5385,77838,13963.0,3.75,2017,0,73421,119
5387,278435,1957.0,3.3,1931,5,86663,114
5388,278504,320.0,3.326923076923077,1986,0,57422,79
5389,166813,9023.0,3.1666666666666665,1932,4,75385,129
5391,268690,17734.0,4.0,1939,9,50509,89
5395,71532,44800.0,1.0,1940,9,99938,64
5398,56406,53229.0,4.25,1957,7,61101,104
5400,164184,4614.0,3.088235294117647,1915,2,88141,67
5401,279493,12277.0,3.4444444444444446,2004,0,53715,119
5404,90570,15677.0,3.5,2008,0,75669,97
5410,67756,811.0,1.5,1950,0,53075,90
5413,79788,7216.0,0.5,1954,5,63272,115
5414,280486,3132.0,3.75,2007,8,55467,96
5415,279778,9583.0,3.4166666666666665,1915,3,75457,124
5416,298798,18408.0,1.5,1958,4,51278,85
5417,285441,13245.0,3.0,1977,7,60234,108
5418,258463,2501.0,3.88,1963,3,82424,71
5419,267913,9637.0,2.125,1964,6,74307,127
5420,245562,12100.0,2.6666666666666665,1937,4,72784,104
5421,238924,16857.0,3.5,1942,2,73144,117
5422,282768,52258.0,4.5,1975,4,98439,119
5425,244479,15813.0,2.0,2015,1,50103,76
5427,82146,18905.0,5.0,1973,8,52431,60
5428,87042,14774.0,3.0,1955,1,79586,79
5433,90021,17898.0,2.75,1974,6,72421,117
5434,40823,21635.0,3.5,1977,4,51743,124
5438,100135,10169.0,2.833333333333333,1984,6,85705,98
5440,41866,13909.0,4.5,1962,8,90082,126
5443,247444,35696.0,2.0,1994,9,68542,101
5444,275847,11544.0,3.880952380952381,1996,7,54643,109
5445,181689,180.0,3.6869565217391305,1955,0,82527,92
5446,252444,9555.0,4.25,1936,1,66976,127
5447,286179,57022.0,3.1666666666666665,1956,3,68093,114
5448,314166,17710.0,2.5,1992,5,62525,88
5449,280590,2022.0,2.736842105263158,1949,1,69211,71
5450,258273,50035.0,2.5,1933,3,63781,117
5452,107438,11982.0,1.8333333333333333,1984,7,96070,114
5458,308506,21972.0,1.0,1957,9,78868,111
5459,120912,608.0,3.071428571428572,1997,2,88240,111
5460,289408,59387.0,3.875,1992,5,87294,112
5462,305396,17043.0,1.6666666666666667,1926,1,70317,74
5463,253556,6278.0,2.84375,1911,9,90063,122
5464,257044,4147.0,3.3947368421052637,1991,9,89916,108
5466,269499,14651.0,1.0,1986,6,56148,68
5470,44744,20324.0,3.4,1958,1,90388,85
5471,89798,49370.0,3.0,1907,5,75760,110
5473,72976,42254.0,5.0,1935,1,86009,102
5475,65234,2721.0,4.5,1913,6,71761,81
5477,254455,1364.0,3.25,2002,9,63939,118
5478,271367,8869.0,2.5,1952,3,74518,119
5479,267626,8665.0,3.071428571428572,1983,2,66191,97
5480,243585,10996.0,3.1,1915,6,88034,119
5481,295178,818.0,2.911111111111111,1982,7,52796,123
5483,303353,29047.0,3.6,2016,1,63359,112
5489,79641,6404.0,3.4166666666666665,2008,8,68327,84
5490,74205,19133.0,4.25,1905,9,78122,118
5498,58888,3780.0,4.75,1987,3,64042,86
5500,88286,8764.0,3.9583333333333335,2000,3,88450,86
5501,295427,13908.0,3.0,1924,4,51508,115
5502,286106,2675.0,3.1666666666666665,1995,4,76717,119
5503,265930,12308.0,1.0,1919,3,66208,101
5504,287717,9488.0,1.8125,1909,4,92037,96
5505,279113,9962.0,3.583333333333333,1923,1,80938,83
5506,309377,9573.0,3.375,1918,8,94978,117
5507,295701,7451.0,2.4782608695652173,1920,6,65117,125
5508,274309,2750.0,3.3,1995,7,68990,61
5515,120263,34070.0,3.5,1989,1,92481,127
5516,274117,6173.0,1.0,1922,1,89358,64
5517,232083,10305.0,1.0,1908,0,92066,97
5518,82054,42337.0,4.5,1986,3,60354,121
5521,93780,10081.0,0.5,1993,1,95092,63
5522,73631,11484.0,4.125,1917,4,85360,91
5523,180052,11692.0,1.8,1901,7,61818,102
5524,300532,9266.0,3.0,1944,1,64953,109
5525,246772,3640.0,4.0,1963,9,66859,123
5527,256276,30072.0,2.6666666666666665,1900,3,58785,106
5528,265459,9357.0,3.1842105263157894,1925,1,72292,123
5530,258153,9296.0,2.5,1970,5,61795,93
5531,281322,15070.0,2.5,1943,3,92560,86
5534,290662,26895.0,4.0,1953,2,85836,64
5535,268219,60608.0,1.0,1948,0,59001,81
5538,88885,11243.0,3.0,1906,0,97110,99
5539,90799,19975.0,3.0,1968,6,68321,70
5540,82186,10323.0,3.75,1968,5,89092,124
5541,102059,9595.0,2.9545454545454546,1970,5,64499,79
5544,80025,24750.0,3.5,2000,3,62915,121
5548,90966,9941.0,3.5,1953,6,67393,85
5553,94025,10859.0,2.5,2005,8,58009,63
5556,295254,9544.0,1.0,1967,9,56026,62
5558,235553,57351.0,2.5,1995,2,78240,106
5560,22599,31514.0,4.5,1958,9,98357,95
5561,103125,13571.0,4.0,1957,2,95110,90
5562,275688,26056.0,2.0,1932,9,86747,121
5564,283026,20616.0,2.0,1974,9,63044,74
5568,87507,16806.0,3.1666666666666665,2017,3,50377,65
5569,68833,15516.0,3.0,1935,5,70965,90
5570,117883,9299.0,3.0,2014,2,82265,96
5572,303714,10611.0,2.6666666666666665,1946,4,98081,97
5573,265808,12770.0,2.5,1928,5,71218,70
5574,293662,4108.0,3.088235294117647,2004,7,75774,98
5575,269329,55903.0,1.0,2013,7,78973,70
5577,280760,9685.0,3.2916666666666665,2010,8,86521,75
5581,99128,18913.0,2.5,1903,2,89512,104
5582,103924,14361.0,2.0,1943,0,70567,107
5585,101821,32685.0,1.0,2002,7,98342,71
5588,77681,12262.0,2.5,1929,9,87533,74
5597,103003,11504.0,2.5,1982,3,69225,113
5599,22458,977.0,3.5,1932,8,99572,108
5600,80117,233.0,2.5,1967,6,88095,73
5601,39111,19049.0,3.0,1995,8,62124,102
5602,48281,5506.0,3.875,2013,4,79621,115
5603,44829,32961.0,4.166666666666667,1973,4,79408,117
5604,44876,32568.0,4.0,1975,7,91632,106
5605,171685,29698.0,4.0,1962,1,60836,116
5607,292542,19460.0,4.5,2012,3,81027,75
5608,250258,575.0,4.083333333333333,1974,6,58111,99
5609,308208,10550.0,2.333333333333333,1993,2,68313,65
5611,240510,9093.0,3.333333333333333,1922,6,93843,119
5612,280380,9039.0,4.0,2009,3,91964,80
5613,283832,1958.0,3.25,1966,3,99573,110
5615,245171,68569.0,1.5,1974,7,88202,69
5617,274812,11013.0,3.4,1981,5,62320,123
5618,245429,129.0,4.134920634920635,1946,9,80140,68
5619,326306,54714.0,3.5,1942,8,59212,63
5620,256415,11529.0,3.090909090909091,1938,6,93693,117
5621,290095,10771.0,2.5,1971,2,59788,127
5622,330136,38951.0,4.5,1966,4,90743,127
5625,179098,31005.0,2.333333333333333,1997,9,55246,80
5628,281364,2110.0,3.4,1950,9,58099,108
5629,298388,15173.0,4.0,1991,6,66848,88
5630,289765,9533.0,3.759259259259259,1911,8,65783,110
5632,280491,4107.0,4.0,1951,6,50581,101
5633,246677,10575.0,4.5,1956,1,69509,123
5636,271259,9260.0,3.0,1991,4,69598,101
5637,101898,21828.0,1.5,1985,8,92646,75
5638,58379,1682.0,3.0,1941,8,76686,83
5641,95649,41971.0,4.0,1964,5,57773,62
5642,79668,33831.0,4.0,1997,9,54801,105
5643,95895,24348.0,2.5,1924,0,60096,95
5644,35211,19140.0,2.75,1920,0,99480,60
5646,98575,37606.0,3.5,1960,4,90818,61
5649,51554,11868.0,3.0,1912,4,83041,62
5650,86373,12921.0,3.6,1933,5,54628,91
5651,58230,19953.0,3.0,1947,0,55615,73
5655,82362,74899.0,3.5,1970,4,52559,79
5662,120536,15313.0,4.25,1986,2,75402,110
5663,276816,12590.0,3.0,1960,1,60672,114
5666,292644,1809.0,2.083333333333333,1959,1,86992,97
5667,283084,13768.0,3.25,1949,6,54334,118
5668,283139,10994.0,3.6,1956,3,85058,69
5669,310793,1430.0,3.913793103448276,1989,5,85112,102
5670,328962,19973.0,4.125,1960,5,76838,109
5672,313487,12600.0,0.5,1976,8,97031,128
5673,272338,8051.0,3.520833333333333,1979,7,68488,63
5675,291502,12779.0,3.0,1972,6,85204,98
5677,267248,15992.0,3.0,1986,0,89318,126
5678,227984,1613.0,2.0,1998,6,73144,100
5679,298130,565.0,3.427083333333333,2006,2,94700,60
5680,298744,14112.0,3.7,1987,1,70432,70
5682,252480,15192.0,3.75,1915,5,59201,77
5684,145937,21925.0,2.0,1909,8,95940,90
5685,296166,30309.0,3.5,1976,1,50326,124
5686,318034,16646.0,3.6,2005,5,79223,128
5689,101453,12647.0,4.0,1962,6,98514,76
5690,95327,12477.0,4.0,1957,6,78141,60
5691,107254,10285.0,2.5,1930,5,90001,68
5693,76666,11009.0,3.136363636363636,1947,9,64480,88
5694,86361,10805.0,2.25,1984,7,81985,63
5696,81696,17496.0,4.0,1912,7,94612,119
5699,80031,5917.0,4.0,1975,4,58157,98
5700,81693,31278.0,0.75,1903,6,65090,129
5703,81751,33076.0,3.0,1982,3,87530,129
5705,81777,15668.0,3.25,1999,6,80516,109
5707,81974,19429.0,3.1,1907,3,63121,108
5710,82045,11340.0,2.5,1988,8,51215,65
5712,82085,11644.0,3.5,1956,6,75849,65
5715,82118,24124.0,2.5,1906,9,55290,62
5718,82138,53922.0,3.0,1975,9,93233,125
5723,82200,26560.0,4.0,1945,8,74245,72
5729,82329,19114.0,2.5,1964,1,63710,106
5732,82351,10863.0,4.5,1905,2,87749,64
5734,85518,15900.0,2.5,1997,1,85939,83
5735,77533,12237.0,3.0,2012,1,87332,98
5736,121261,15901.0,2.5,2017,1,76444,90
5737,121262,15902.0,2.0,1969,2,86616,109
5742,82382,85058.0,4.0,1905,7,98046,60
5745,82405,25113.0,4.0,1954,2,72543,63
5746,82431,28893.0,4.5,1921,4,62242,81
5747,82432,11646.0,3.7142857142857135,1913,4,81763,123
5752,82477,21764.0,2.833333333333333,1938,4,84337,61
5754,82497,42149.0,2.0,1955,1,91040,119
5765,82679,41394.0,5.0,1903,4,51812,62
5768,82763,16471.0,3.5,1900,7,62942,127
5772,82783,25468.0,4.5,1957,8,77428,95
5773,82801,19507.0,3.0,1929,6,84714,105
5777,82894,17450.0,4.0,1903,8,88004,126
5778,82748,47886.0,2.5,1919,4,83244,120
5779,82910,31646.0,2.0,1979,4,55253,83
5780,82926,14269.0,3.625,1941,2,60559,60
5782,82949,1672.0,4.068181818181818,2017,8,98727,67
5784,288477,9645.0,2.4,1915,0,96538,124
5785,322802,9012.0,3.3181818181818183,1966,0,51775,97
5787,270707,13440.0,2.0,1963,2,80011,129
5788,286261,12454.0,1.0,1976,3,75949,79
5791,120679,1360.0,3.9615384615384617,2006,0,84275,73
5792,299117,13441.0,2.7,1900,7,86541,64
5795,47880,48155.0,3.5,2007,5,86112,65
5796,61452,12208.0,3.25,2007,3,58845,63
5799,53804,1941.0,4.25,2015,1,74183,65
5801,60921,31918.0,4.166666666666667,1924,3,61735,85
5803,297181,8427.0,2.0,2002,8,80537,95
5808,210382,13526.0,2.0,1965,6,90394,114
5809,280665,9280.0,2.75,1957,8,94570,61
5810,298203,65.0,3.25,1990,8,52362,85
5812,297884,10712.0,4.166666666666667,1908,6,57811,96
5815,297162,10167.0,1.0,1993,2,79417,87
5816,295297,672.0,3.6604938271604937,1942,0,54541,123
5818,313196,542.0,4.0,2017,1,72567,123
5819,308411,36584.0,3.5,1935,3,76105,67
5820,314725,30192.0,3.8333333333333335,1902,7,91923,102
5825,36112,25037.0,4.0,2014,9,97805,115
5826,42895,11617.0,4.0,1978,2,53827,114
5828,118735,81530.0,5.0,2001,3,51279,129
5829,263734,34341.0,3.0,1945,7,84915,104
5830,55207,18993.0,3.5,1910,9,87609,61
5832,283644,29229.0,0.75,1960,9,67266,71
5833,280609,11880.0,3.0,1918,9,51509,69
5834,77549,63435.0,3.0,2007,6,73396,100
5836,51745,1377.0,4.0,2010,5,51549,101
5839,99669,12716.0,4.0,1951,6,98325,88
5840,99266,12717.0,4.0,1910,3,63430,62
5841,102782,13888.0,2.0,1920,3,81095,125
5843,103112,10750.0,4.0,1900,3,58946,94
5846,82969,96966.0,4.0,1963,6,74277,128
5847,82970,25566.0,3.0,2010,8,86848,129
5850,83000,43089.0,0.5,1985,4,72635,111
5853,81455,9538.0,3.1666666666666665,1982,6,95588,61
5854,83064,14664.0,4.0,1946,6,51916,63
5857,83099,84735.0,1.0,1925,4,97270,72
5859,83111,12528.0,2.5,2010,7,56503,121
5864,83170,26325.0,0.5,1929,0,86027,101
5866,83189,31921.0,5.0,1915,7,98846,126
5867,83190,11524.0,3.5,1924,1,76957,74
5868,83193,109264.0,4.0,1945,7,88070,109
5869,83232,32077.0,4.0,1952,8,79767,109
5872,246460,36669.0,3.096774193548387,1924,6,84430,113
5873,283530,17187.0,3.5,1901,5,82078,79
5874,293815,10426.0,1.75,1975,3,72705,116
5875,295238,32625.0,2.0,2016,4,86930,102
5876,258068,8198.0,3.95,1985,0,53588,100
5878,287467,64.0,3.90625,1950,5,63992,68
5879,271263,13376.0,2.0,1914,0,90058,63
5880,283160,15074.0,0.75,1976,7,84128,123
5881,307479,2103.0,2.4375,1995,5,80623,113
5882,133240,9016.0,3.0,1953,7,79056,117
5883,283632,16028.0,2.0,1986,1,67755,110
5888,118767,20992.0,4.5,1968,6,51896,87
5891,77713,25239.0,3.0,1928,9,76901,63
5893,110308,25284.0,3.6666666666666665,1912,6,53102,86
5899,58777,14433.0,4.0,1996,5,86517,121
5900,289848,9932.0,2.388888888888889,2019,2,86012,76
5901,262396,13369.0,2.5,1933,9,76210,103
5902,268126,2757.0,3.773809523809524,2002,7,68506,104
5903,238380,7299.0,3.7285714285714286,1981,6,92747,124
5909,290329,4241.0,2.5,1941,3,94284,129
5910,83260,37335.0,1.0,1982,8,64113,78
5913,83276,35343.0,3.0,1981,5,64885,117
5914,83281,30142.0,4.25,1992,9,90770,93
5915,83284,17360.0,4.25,1948,1,79832,117
5917,83365,76397.0,1.5,1969,3,69808,124
5918,83542,40952.0,3.0,2010,5,71555,95
5923,83598,41760.0,2.75,1986,1,51495,103
5926,83641,45840.0,3.0,2009,9,88126,93
5927,83642,16363.0,2.5,1951,3,84949,80
5932,83702,42124.0,3.8333333333333335,1911,5,89550,64
5933,83717,25297.0,4.0,1913,5,75138,75
5936,83745,67772.0,3.0,1973,3,53599,74
5938,83806,17590.0,2.25,1946,9,68673,78
5940,83869,28940.0,3.4,1974,9,81040,122
5941,303933,13497.0,2.0,1904,9,56794,82
5942,302640,11852.0,2.5,1985,6,55525,120
5943,252076,7303.0,2.533333333333333,1961,6,60996,116
5944,253754,201.0,2.95,1935,5,52642,125
5945,257360,2755.0,3.25,1993,7,71565,80
5947,298856,21868.0,3.75,1924,3,99184,122
5949,220580,10856.0,3.8333333333333335,2014,6,93958,63
5952,167261,121.0,4.0611702127659575,1991,9,83902,94
5954,307901,1429.0,3.574074074074074,1971,6,79801,125
5955,168786,13435.0,3.625,1907,5,65660,122
5956,217505,3131.0,3.6714285714285713,1914,5,61951,105
5957,313737,2642.0,2.566666666666667,1982,2,55145,104
5958,282120,14317.0,2.0,1995,4,79959,98
5959,272207,11022.0,3.375,2005,6,82682,91
5960,99091,24249.0,5.0,1939,0,75653,110
5961,99160,9491.0,3.5,1983,7,78642,103
5962,106453,2149.0,1.75,1996,2,65157,91
5963,54743,20139.0,3.5,1997,7,57031,107
5965,75968,19067.0,3.0,2012,6,63728,92
5966,49414,53712.0,2.5,1963,4,86766,117
5968,100143,14931.0,3.5,1995,4,59380,108
5969,110613,11317.0,2.0,2003,7,71887,73
5970,102492,4032.0,3.6,1964,3,65983,103
5971,96283,8392.0,4.230769230769231,1960,2,78701,105
5980,71222,16938.0,3.5,1914,4,99234,116
5981,55894,21143.0,4.0,1989,4,94534,85
5984,73115,4561.0,,1985,5,54379,127
5985,249371,4435.0,3.0,1914,9,67211,80
5986,68575,16993.0,3.25,1984,9,75828,63
5989,264464,640.0,3.9696969696969697,2014,2,77043,80
5991,299658,1574.0,3.647058823529412,1985,5,87384,74
5992,274558,590.0,3.8333333333333335,1953,2,90000,123
5993,290210,13560.0,3.0,1979,3,57630,117
5994,309912,29339.0,3.5,1923,1,64684,61
5995,253474,423.0,4.131147540983607,1932,3,58625,108
6000,80503,28679.0,3.0,1919,9,94525,127
6001,85794,262.0,4.0,1917,8,71064,113
6003,290538,4912.0,3.625,1976,1,73883,121
6005,330069,23626.0,4.25,2005,5,69632,86
6006,305711,12090.0,1.0,1972,1,75662,116
6008,291172,35172.0,3.5,1993,7,64126,96
6012,295289,9582.0,1.0,2015,5,53304,97
6013,257568,10628.0,1.375,1915,2,51941,63
6014,271668,11078.0,1.0,2012,2,85908,60
6016,317248,598.0,4.297101449275362,1913,2,60063,82
6021,75675,11222.0,4.5,1938,4,61867,81
6022,103671,13199.0,4.0,1913,0,64153,73
6025,106500,15278.0,3.5,1927,5,95200,86
6027,101748,14667.0,3.333333333333333,1940,5,79124,74
6031,52918,34148.0,3.25,1966,5,86177,110
6032,79477,20813.0,4.25,1969,3,63932,73
6033,102500,53027.0,5.0,1918,6,58906,89
6035,29453,26252.0,4.5,1957,8,74179,76
6037,84737,19415.0,3.0,1978,0,85816,81
6039,88414,5968.0,3.5,1925,9,63607,110
6040,282209,10727.0,1.6666666666666667,1992,0,52813,97
6042,311320,9082.0,4.0,2009,7,93779,89
6047,39305,20663.0,3.5,1998,6,98656,65
6051,70155,7514.0,3.5,1971,2,59113,71
6056,265116,44164.0,4.0,1914,8,88225,98
6057,326769,12253.0,1.8333333333333333,1987,9,62727,75
6058,309593,9358.0,2.4444444444444446,1984,5,66114,63
6059,292506,1647.0,3.071428571428572,1923,3,95303,70
6060,280720,9027.0,2.75,1998,1,63344,62
6062,308514,21189.0,3.8,1925,4,52347,65
6063,303361,10894.0,4.25,1953,4,50396,109
6064,49291,28528.0,3.5,1999,4,52570,96
6073,55597,43028.0,4.0,1980,3,92581,116
6077,83908,4193.0,4.5,1983,1,60927,127
6078,83943,10724.0,3.25,1937,9,90326,68
6084,84088,37917.0,3.0,2014,5,83987,90
6091,84228,8219.0,3.5,2008,2,89293,70
6092,84234,27088.0,2.0,1957,1,94093,63
6093,84237,10150.0,4.125,1964,5,61087,91
6095,84266,16407.0,2.75,1958,0,79591,79
6096,84293,41913.0,3.0,1965,8,82965,98
6100,84329,8288.0,2.5,1994,8,65010,88
6101,84335,15600.0,4.0,1911,6,56520,63
6103,84351,124963.0,2.0,2000,0,64063,84
6104,84352,11949.0,3.95,1919,2,88534,114
6105,84354,42134.0,3.0,1987,0,88972,95
6107,84422,42130.0,5.0,1900,5,57162,73
6109,84445,41291.0,0.5,1957,7,58646,69
6114,84488,37997.0,3.5,1947,4,62615,99
6115,84489,27609.0,2.833333333333333,1932,3,87361,105
6116,84504,25872.0,4.5,1901,4,73485,123
6121,84565,42135.0,4.5,1942,1,82812,107
6122,84597,21923.0,4.5,1901,5,78618,102
6123,84628,1563.0,4.0,1994,6,82332,75
6124,84633,17132.0,3.0,1915,8,60740,116
6125,84648,59533.0,4.0,1907,6,94525,87
6126,84654,2262.0,4.0,1932,4,95814,118
6127,84675,52772.0,2.25,2000,6,53032,67
6132,84719,30874.0,3.5,1922,5,67702,71
6133,84725,30363.0,4.5,1906,9,60885,121
6140,84777,29702.0,3.5,1915,2,50041,123
6143,84814,9699.0,2.0,1929,2,58614,62
6148,84899,47955.0,3.0,1902,1,78839,75
6154,301181,26454.0,1.0,1957,5,50825,75
6155,251127,9919.0,3.1333333333333333,1945,0,73162,115
6156,300471,6038.0,3.2,1931,0,99068,112
6157,287978,9480.0,2.482142857142857,1925,5,77689,117
6159,299458,13132.0,1.5,1913,3,97451,97
6162,302674,1956.0,2.0,2001,0,81287,106
6163,291579,12112.0,5.0,2009,6,86426,68
6166,106701,12139.0,4.0,1968,8,80238,112
6170,78872,17264.0,3.4,1993,1,72900,81
6178,59573,33364.0,3.5,1980,8,63488,110
6180,100442,31598.0,2.0,1901,5,80139,68
6182,57581,22233.0,4.0,1921,6,81772,104
6183,53172,4952.0,3.5,1905,2,80326,86
6184,74851,991.0,4.1,1920,8,79238,119
6185,279331,4911.0,2.0,1962,6,98026,116
6186,279111,16072.0,2.0,1921,2,90449,62
6187,289992,11615.0,4.333333333333333,1953,1,58771,78
6188,302886,11635.0,3.5,1963,8,87116,122
6195,324080,105024.0,4.0,1939,1,74349,119
6197,278731,9613.0,3.5,1983,5,81733,89
6198,103670,7015.0,3.5,1977,2,67463,124
6201,91374,21867.0,3.5,1974,1,92442,101
6203,102303,6524.0,2.0,1972,0,64758,62
6204,107563,11244.0,2.5,1976,6,93785,103
